#GeneID	Ensembl_gene_identifier	RefSeqGene	RNA_nucleotide_accessions
201633	ENSG00000181847	-	NM_173799,XM_024453388,XR_002959502
201651	ENSG00000240602	-	NR_026915
201725	ENSG00000205208	NG_033150	NM_001008393,NR_077234,NR_077235
201780	ENSG00000145248	-	NM_152679
201798	ENSG00000169989	-	NM_145720,XM_005262807
201799	ENSG00000170006	-	NM_152680,XM_011531716,XR_001741158
201853	ENSG00000248360	-	NR_126435
201895	ENSG00000163683	-	NM_001317896,NM_001317897,NM_174921
201931	ENSG00000170088	-	NM_001100389,XM_011531717,XM_011531718
201965	ENSG00000182552	-	NM_001307922,NM_152682,XR_002959716
201973	ENSG00000164306	NG_051582	NM_001300767,NM_001300768,NM_001345891,NM_001345892,NM_001345893,NM_001345894,NM_001345895,NM_001345896,NM_001345897,NM_001345898,NM_001345899,NM_001345900,NM_001345901,NM_152683,NR_144312,NR_144313,NR_144314,XM_011531720,XM_011531723,XM_011531724,XM_011531725,XM_011531726,XM_011531730,XM_017007867,XM_017007868,XM_017007869,XM_017007872,XM_024453928,XM_024453929,XM_024453930,XM_024453931,XM_024453932,XM_024453933,XM_024453934,XR_001741160,XR_001741163,XR_002959717,XR_002959718,XR_002959719,XR_938701
202018	ENSG00000169762	NG_033259	NM_153365,XM_005248139,XM_005248140,XM_011513812,XM_011513816,XM_011513817,XM_017007876,XR_241676,XR_925318
202020	ENSG00000263327	-	NR_027696,NR_027697
202051	ENSG00000170469	-	NM_194296,XM_005271916,XM_011543252,XM_011543253,XM_011543254
202052	ENSG00000170464	-	NM_152686
202122	ENSG00000230829	-	-
202134	ENSG00000251623	-	NM_001265615,NR_038402,NR_169299
202151	ENSG00000164188	-	NM_001161429,NM_001323273,NM_001323274,NM_001323275,NM_001323276,NM_001323277,NM_001323278,NM_001323279,NM_001323280,NM_145000,XM_006714452,XM_006714453,XM_006714455
202243	ENSG00000183323	-	NM_001297696,NM_001297697,NM_176816,XM_005248458,XM_005248459,XM_005248461,XM_005248463,XM_005248464,XM_006714569,XM_006714570,XM_011543255,XM_011543256,XM_011543257,XM_011543258,XM_011543259,XM_011543260,XM_017009206,XM_017009207,XM_017009208,XM_017009209,XM_017009210,XM_017009211,XM_024454396,XM_024454397,XR_948241
202299	ENSG00000236882	-	NR_026936
202309	ENSG00000175857	-	NM_001304428,NM_001304429,NM_001304431,NM_152687
202333	ENSG00000164309	-	NM_153610,XM_017009212,XR_001742036,XR_948242
202374	ENSG00000169302	-	NM_001112724,NM_001287740,NM_145001,XM_011537576,XM_011537577,XM_011537579,XM_017009213,XM_017009214,XR_001742037,XR_001742038
202459	ENSG00000243775	-	NR_028496
202500	ENSG00000146221	-	NM_182539,XM_005248872,XM_005248873,XM_005248874,XM_006715009,XM_011514336,XM_011514338,XM_011514339,XM_011514340,XM_024446347
202559	ENSG00000112232	-	NM_001350622,NM_152688,NR_146870,NR_146871,NR_146872,NR_146873,NR_146874,XM_011535515,XM_011535516,XM_011535517,XM_011535519,XM_011535520,XM_017010334,XM_017010335,XM_017010336,XM_017010338,XM_017010339,XM_017010340,XM_017010341,XM_017010342,XM_017010343,XM_017010344,XM_017010345,XM_017010346,XM_017010347,XR_001743199,XR_001743200,XR_001743201,XR_001743202,XR_001743204,XR_001743205,XR_001743206,XR_001743212
202658	ENSG00000248167	-	NM_001199119
202781	ENSG00000273344	-	NR_028090
202789	ENSG00000243099	-	-
202865	ENSG00000170279	-	NM_145304
202915	ENSG00000164855	-	NM_001097620,XM_006715653,XM_006715655,XM_011515164,XM_011515165,XM_011515166,XM_017011815,XR_001744577
203054	ENSG00000173137	-	NM_174922,XM_006716527,XM_011516907,XM_011516909,XM_011516910,XM_017013174,XR_002956603,XR_928305
203062	ENSG00000171045	-	NM_001291931,NM_001363740,NM_001366901,NM_001366902,NM_001366903,NM_001366904,NM_145003,XM_011516912,XM_011516913,XM_011516914,XM_011516915,XM_011516916,XM_011516917,XM_011516918,XM_011516919,XM_011516920,XM_011516921,XM_011516922,XM_011516923,XM_011516924,XM_017013175,XM_017013176,XM_017013179,XM_017013181,XR_928307,XR_928308,XR_928309
203068	ENSG00000196230	NG_034142	NM_001293212,NM_001293213,NM_001293214,NM_001293215,NM_001293216,NM_178014,NR_120608
203069	ENSG00000104679	-	NM_001136108,NM_001301650,NR_125897
203074	ENSG00000184647	NG_027783	NM_001197020,NM_198464,XM_005272372,XM_011543814,XM_017013182,XR_948897
203076	ENSG00000171060	-	NM_001040032,XM_024447091
203100	ENSG00000169495	-	NM_153692,XM_011544431,XM_011544432
203102	ENSG00000197140	-	NM_001313994,NM_145004,XM_006716298,XM_006716299,XM_011544433,XM_011544434,XM_017013183,XM_017013184,XM_017013185,XM_017013186,XM_017013187,XM_017013188,XM_024447092,XM_024447093
203111	ENSG00000177459	-	NM_001170806,NM_173549
203190	ENSG00000168481	-	NM_139278
203197	ENSG00000157693	-	NM_001330760,NM_153045,XM_011518350,XM_011518351,XM_011518352,XM_011518353,XM_011518354,XM_011518355,XM_017014429,XM_017014430,XM_024447441,XR_001746225,XR_001746226
203228	ENSG00000147894	NG_031977	NM_001256054,NM_018325,NM_145005
203238	ENSG00000164989	NG_052634	NM_001348002,NM_001355547,NM_173550,XM_005251397,XM_005251398,XM_005251399,XM_011517788,XM_011517791,XM_011517796,XM_017014431,XM_017014432,XM_017014433,XM_017014434,XM_017014435,XM_017014436,XM_017014437,XM_017014438,XM_017014440,XM_017014441,XM_017014442,XM_017014443,XR_001746227,XR_001746228,XR_001746229
203245	ENSG00000171169	-	NM_197956,XR_242574,XR_428519
203259	ENSG00000164970	NG_027971	NM_001184940,NM_001184941,NM_001184942,NM_001184943,NM_001184945,NM_147202
203260	ENSG00000159884	NG_033120	NM_001195200,NM_001195201,NM_001195217,NM_174923,XM_005251403,XR_929218
203286	ENSG00000165138	NG_042237	NM_173551,XM_005251793,XM_005251794,XM_006716998,XM_006716999,XM_017014445,XM_017014447,XM_024447445,XM_024447447,XR_001746230,XR_242576,XR_428520,XR_929736
203328	ENSG00000157303	-	NM_001287005,NM_001287006,NM_001287007,NM_001287008,NM_145006,XM_011518358,XM_011518359,XM_011518361,XM_011518362,XM_017014448,XM_017014449,XM_017014450,XM_017014451
203413	ENSG00000204019	-	NM_001017978
203427	ENSG00000077713	NG_016298	NM_145305,XM_017029340,XM_017029341,XR_001755661,XR_001755662,XR_001755663,XR_001755664,XR_938545,XR_938546,XR_938547
203430	ENSG00000179300	NG_015973	NM_152694
203447	ENSG00000123572	NG_021425	NM_198465,XM_006724632,XM_006724633,XM_006724634,XM_011530887
203510	ENSG00000213652	-	-
203522	ENSG00000165359	NG_055290	NM_001351601,NM_001351603,NM_001351604,NM_001351605,NM_001351606,NM_182540,NR_147256,XM_006724740,XM_006724741,XM_011531311,XM_017029346,XM_017029347,XM_017029349,XM_024452350,XR_001755665,XR_001755666,XR_001755668,XR_001755669,XR_001755670,XR_001755671,XR_002958766,XR_430544
203523	ENSG00000173275	NG_021220	NM_152695,XM_011531312,XM_011531313,XM_011531314,XM_017029350,XM_017029351,XM_017029352
203547	ENSG00000160131	NG_016761	NM_001017980,NM_001363810
203562	ENSG00000179363	-	NM_182541
203569	ENSG00000234068	-	NM_207339,XM_017029353
203611	ENSG00000129873	-	NM_001001722
203859	ENSG00000171714	NG_015844	NM_001142649,NM_213599,XM_005252820,XM_005252821,XM_005252822,XM_011519949
204010	ENSG00000241749	-	NR_026825
204219	ENSG00000154227	NG_042826	NM_001290341,NM_001290342,NM_001290343,NM_001378789,NM_178842,XM_011521355,XM_011521357,XM_011521358,XM_017022002,XM_017022003,XM_017022004
204474	ENSG00000169340	-	NM_174924,XM_011545764,XM_011545765,XM_011545766,XR_950754
204777	ENSG00000265243	-	-
204801	ENSG00000179873	NG_054722	NM_001297743,NM_001385451,NM_001385453,NM_145007,NR_169620,NR_169621,NR_169622
204851	ENSG00000163349	-	NM_001369806,NM_001369807,NM_152696,NM_181358,NM_198268,NM_198269,XM_005270610,XM_005270611,XM_005270613,XM_006710443,XM_011540977,XM_024453908
204962	ENSG00000137968	-	NM_001130058,NM_001320283,NM_001320285,NM_001320287,NM_152697,XM_006710445,XM_011540987,XM_017000607,XM_017000608,XM_017000609,XM_017000610,XM_017000611
205147	ENSG00000178171	-	NM_001105193,NM_001105194,NM_001105195,NM_152698,XM_011510793
205251	ENSG00000175701	-	NM_001384134
205327	ENSG00000178074	-	NM_153689
205428	ENSG00000181744	-	NM_001134470,NM_001363944,NM_173552,XM_011512543
205564	ENSG00000119231	-	NM_001308045,NM_152699,XM_005269310,XM_011512544
205655	ENSG00000231382	-	-
205717	ENSG00000176542	NG_055006	NM_001009899,NR_111981,XM_005247208,XM_017005871,XM_017005872,XM_024453391,XM_024453392
205860	ENSG00000179046	-	NM_001303419,NM_173553,XM_011531737,XM_011531738,XM_011531739,XR_938703,XR_938704,XR_938705
206338	ENSG00000172901	-	NM_173800
206358	ENSG00000123643	-	NM_001308150,NM_001308151,NM_001349740,NM_078483,XM_005268386,XM_006714759,XM_011537580,XM_011537581,XM_011537583,XM_011537584,XM_011537585,XM_011537586,XM_011537587,XM_011537589,XM_011537590,XM_011537591,XM_011537592,XM_011537594,XM_011537595,XM_011537596,XM_017009216,XM_017009217,XM_017009218,XM_017009219,XM_017009220,XM_024446001,XM_024454398,XM_024454399
206412	ENSG00000203872	-	NM_001010868
207032	ENSG00000214925	-	-
207063	ENSG00000169084	-	NM_145177
207107	ENSG00000225383	-	NR_027082
207147	ENSG00000186163	-	NR_036483
219285	ENSG00000177409	NG_053186	NM_001303496,NM_001303497,NM_001303498,NM_001303500,NM_001350082,NM_001350083,NM_001350084,NM_001350085,NM_152703
219287	ENSG00000165566	-	NM_152704,NM_199138,XM_005266279,XM_005266280,XM_017020415
219293	ENSG00000215915	-	NM_001039211
219333	ENSG00000152484	-	NM_182488,XM_005266282,XM_011534956,XM_017020416
219348	ENSG00000189129	-	NM_001012973,NM_001331125,NR_138551
219402	ENSG00000122033	-	NM_001166261,NM_001166262,NM_001166263,NM_152912,XM_006719771,XM_006719772,XM_011534957,XM_011534958,XM_011534959,XM_011534960,XM_011534961,XM_011534962,XM_011534963,XM_017020417,XM_024449331
219409	ENSG00000169840	-	NM_145657
219417	ENSG00000172199	-	NM_001005204
219428	ENSG00000279514	-	NM_001004701
219429	ENSG00000172188	-	NM_001004700
219431	ENSG00000174982	-	NM_001004059
219432	ENSG00000181903	-	NM_001004704
219436	ENSG00000186113	-	NM_001004735
219437	ENSG00000279395	NG_052620	NM_001004738
219438	ENSG00000186119	-	NM_001001952
219447	ENSG00000181785	-	NM_001001921
219453	ENSG00000181752	-	NM_001004058
219464	ENSG00000181718	-	NM_001004746
219469	ENSG00000181693	-	NM_001005199
219473	ENSG00000280314	NG_053137	NM_001005202
219477	ENSG00000172487	-	NM_001005205
219479	ENSG00000279961	-	NM_001004744
219482	ENSG00000174937	-	NM_001004742
219484	ENSG00000181371	-	NM_001005282
219487	ENSG00000255223	-	NM_001005245
219493	ENSG00000172459	-	NM_001004730
219525	ENSG00000283307	-	NR_036445
219527	ENSG00000183908	-	NM_001005210
219537	ENSG00000214872	-	NM_001105565
219539	ENSG00000166793	-	NM_001363487,NM_145008
219541	ENSG00000156603	-	NM_001317078,NM_153450,NR_157587
219557	ENSG00000164645	-	NM_152706,XM_011515904
219578	ENSG00000182348	-	NM_181646
219595	ENSG00000134612	-	NM_153696,XM_017017319
219621	ENSG00000183346	-	NM_001366905,NM_001366906,NM_001366907,NM_001366908,NM_001366909,NM_173554,XM_005269598
219623	ENSG00000196932	-	NM_178505,NR_134507,NR_134508,XM_011539450,XM_011539451,XM_017015829
219654	ENSG00000165424	-	NM_153367,XM_011539452
219670	ENSG00000151023	-	NM_001270383,NM_145010,NR_072992,NR_072993
219681	ENSG00000165309	-	NM_001282745,NM_001282746,NM_001282747,NM_173081,XM_005252380,XM_005252381,XM_011519350,XM_011519351,XM_017015831,XM_017015832,XM_017015833
219699	ENSG00000107731	-	NM_001244889,NM_170744,XM_011539453,XM_017015834,XM_017015835,XR_002956966,XR_945617
219731	ENSG00000225778	-	NR_038222
219736	ENSG00000165730	NG_012975	NM_001130159,NM_001130160,NM_001130161,NM_152709,XM_011539454
219738	ENSG00000171224	-	NM_145306,XM_005269606,XM_005269608,XM_011539455,XM_017015836
219743	ENSG00000156521	-	NM_001040273,NM_173555,NR_073580,NR_073581,NR_073582,NR_073591,NR_073592,NR_073593,NR_073594,NR_073595
219749	ENSG00000175395	-	NM_001329647,NM_001329648,NM_001329649,NM_001329650,NM_001329651,NM_001329652,NM_001329653,NM_001329654,NM_001329655,NM_001329656,NM_001329657,NM_001329658,NM_001329659,NM_001329660,NM_001329661,NM_001329662,NM_001329663,NM_001329664,NM_145011,NR_138062,NR_138063,NR_138064,NR_138065,NR_138066,NR_138067,NR_138068,NR_138069,XM_011519354,XM_011519356
219770	ENSG00000177291	-	NM_153368
219771	ENSG00000108100	-	NM_001282852,NM_001282853,NM_001282854,NM_145012,NM_181698
219790	ENSG00000182010	-	NM_001282941,NM_145307,XM_011539456,XM_011539457,XM_011539460,XM_017015843,XM_017015844,XR_001747053,XR_945618
219793	ENSG00000166220	-	NM_001318241,NM_001318242,NM_001318243,NM_152710,NR_134531,NR_134532,NR_134533,NR_134534,NR_165441,XM_017015845,XM_017015846,XM_017015847,XM_017015848,XM_017015849,XM_017015850,XM_017015851,XM_017015852,XM_017015853,XM_017015854,XM_017015855,XM_017015856,XM_017015857,XM_017015858,XM_017015859,XM_017015860,XM_017015861,XM_017015862,XR_001747054,XR_001747055,XR_001747056,XR_001747057,XR_001747058
219833	ENSG00000174370	-	NR_045767,NR_169215,NR_169216,NR_169217
219844	ENSG00000198331	NG_011842	NM_001134793,NM_001377269,NM_001377270,NM_145014,XM_011542659,XM_017017320,XM_017017321
219854	ENSG00000150433	-	NM_001080546,NM_001258238,NM_001258239,NM_001258240,NM_001258241,NM_001258242,NM_001258243,NM_001258244,NM_001258245,NM_001258246,NM_001258247,NM_001387230,NM_001387231,NM_001387232,NM_001387233,NM_001387234,NM_001387235,NM_001387236,NM_001387237,NM_001387238,NM_001387239,NM_001387240,NM_001387241,NM_001387242,NM_001387244,NM_001387245,NM_001387246,NM_001387247,NM_001387248,NM_001387249,NM_001387250,NM_001387251,NM_001387252,NM_001387253,NM_001387254,NM_001387255,NM_001387256,NM_001387257,NM_001387258,NM_001387259,NR_047586,NR_047587,NR_047588,NR_047589,NR_047590,NR_047591,NR_047592,NR_170600,NR_170601,NR_170602,NR_170603,NR_170604,NR_170605,NR_170606,NR_170607,NR_170608,NR_170609,NR_170610,NR_170611,NR_170612,NR_170613,XM_006718779,XM_006718780,XM_006718783,XM_017017322,XM_017017323,XM_017017324,XM_024448384,XM_024448385,XM_024448386,XM_024448387,XM_024448388,XM_024448389
219855	ENSG00000134955	-	NM_001145290,NM_198277,XR_001747788
219858	ENSG00000170953	-	NM_001005195
219865	ENSG00000255298	-	NM_001005198
219869	ENSG00000234560	-	NM_001004464
219870	ENSG00000236981	-	NM_001001953
219873	ENSG00000196248	-	NM_001004474
219874	ENSG00000181499	-	NM_001005187,XM_017017325
219875	ENSG00000171014	-	NM_001001965
219899	ENSG00000154114	-	NM_001130047,NM_001363644,NM_152715
219902	ENSG00000181264	-	NM_001198670,NM_001198671,NM_001198672,NM_001198673,NM_001198674,NM_001198675,NM_174926
219927	ENSG00000197345	-	NM_181514,NM_181515,XM_005273823,XR_247190
219931	ENSG00000162341	NG_016153	NM_139075
219938	ENSG00000166118	-	NM_001291992,NM_174927,XR_947806,XR_947807
219952	ENSG00000279051	-	NM_001005186
219954	ENSG00000172377	NG_053135	NM_001005211
219956	ENSG00000186509	-	NM_001005212
219957	ENSG00000186513	-	NM_001005283
219958	ENSG00000197887	NG_053130	NM_001004459
219959	ENSG00000280204	-	NM_001004458
219960	ENSG00000180475	-	NM_001004471
219965	ENSG00000197786	-	NM_001005489
219968	ENSG00000198283	-	NM_001005218
219970	ENSG00000156689	-	NM_145016,XM_011544809,XM_017017337,XM_017017338,XM_024448394,XM_024448395
219972	ENSG00000197629	-	NM_001039396
219981	ENSG00000172324	-	NM_001001954
219982	ENSG00000172320	-	NM_001004728
219983	ENSG00000166884	-	NM_001004708
219986	ENSG00000176200	NG_053129	NM_001004706
219988	ENSG00000166889	-	NM_152716
219990	ENSG00000149507	-	NM_173801
219995	ENSG00000166961	-	NM_001098835,NM_001278242,NM_152717,NR_103481,XM_006718459,XM_011544812,XM_011544814
220001	ENSG00000167992	-	NM_152718,XM_006718460,XM_006718462,XM_011544817,XM_017017341,XM_017017342,XM_017017343,XM_017017344,XR_949822
220002	ENSG00000162144	-	NM_001161452,NM_001161454,NM_001300763,NM_153611,XM_011544821,XM_011544823,XM_024448398,XM_024448399
220004	ENSG00000162148	-	NM_001170753,NM_145017
220032	ENSG00000178795	-	NM_182833,XM_011544826,XM_011544833,XM_011544834,XM_017017348,XM_017017349,XM_017017350,XM_017017351
220042	ENSG00000165490	-	NM_001363481,NM_145018,XM_011544836,XM_011544837,XM_024448400
220047	ENSG00000150676	-	NM_001286159,NM_173556,XM_011544839,XM_011544840,XM_011544841,XM_011544842,XM_011544843,XM_011544844,XM_017017354,XM_017017355
220064	ENSG00000149716	-	NM_153451,XM_006718470
220070	ENSG00000171671	-	NR_073536
220074	ENSG00000284922	NG_021423	NM_001145307,NM_001145308,NM_001145309,NM_001145310,NM_001205138,NM_001271471,NM_001318803,NM_145309,NR_026886,NR_134858,XM_006718473,XM_006718474,XM_011544847,XM_011544848,XM_024448401
220081	ENSG00000165837	-	NM_182542,XM_011534965,XM_017020418
220082	ENSG00000174015	-	NM_001286341,NM_001286342,NM_152719,XM_011534971
220107	ENSG00000186047	-	NM_001306135,NM_198989,XR_001749491
220108	ENSG00000150510	-	NM_001242312,NM_001330522,NM_145019,XM_011534978,XM_017020419
220112	ENSG00000232872	-	-
220134	ENSG00000154839	-	NM_001039535,NM_145060
220136	ENSG00000172361	NG_042815	NM_145020,XM_024451100
220164	ENSG00000206052	-	NM_152721,XM_011525875,XM_017025610,XM_017025611
220202	ENSG00000179774	NG_031934	NM_145178
220213	ENSG00000165312	-	NM_001145373
220296	ENSG00000165478	NG_029603	NM_152722,XM_005271449,XM_017017361
220323	ENSG00000184232	-	NM_178507
220359	ENSG00000173825	-	NM_145719
220382	ENSG00000182103	-	NM_175885
220388	ENSG00000179071	-	NM_152723
220416	ENSG00000173988	-	NM_001282460,XM_011534989,XM_011534990,XM_011534992,XM_011534993,XM_017020421,XM_017020422,XM_017020423,XM_017020424,XM_017020425,XM_017020426,XM_017020427,XM_017020428,XM_017020429,XM_017020430,XM_017020431,XR_001749492,XR_001749493,XR_001749494,XR_001749496,XR_001749497,XR_001749498,XR_941517,XR_941518,XR_941519,XR_941520
220429	ENSG00000181358	-	NR_003268
220433	ENSG00000224892	-	-
220441	ENSG00000176641	-	NM_173557,XM_005266650,XM_005266652,XM_011525878,XM_011525879,XM_017025612,XM_017025613
220594	ENSG00000233327	-	NR_003554
220717	ENSG00000213553	-	-
220729	ENSG00000214135	-	NR_003266
220832	ENSG00000241735	-	NR_002935
220869	ENSG00000147996	-	NM_001024916,NM_001286835,NM_001286836,NM_001330668,NM_001363751,NR_104600,XM_005272750,XM_005272751,XM_006716914,XM_017014455,XM_017014456,XM_017014457,XM_017014458,XM_017014459,XM_017014461,XM_024447453,XR_001746231,XR_001746232,XR_001746233,XR_001746234,XR_001746235,XR_001746237,XR_001746238,XR_001746239,XR_001746240,XR_001746241,XR_002956766,XR_002956767,XR_002956768,XR_002956769,XR_428503,XR_428504
220885	ENSG00000237506	-	-
220929	ENSG00000183621	-	NM_001143766,NM_001143767,NM_001143768,NM_001143769,NM_001143770,NM_001143771,NM_001387405,NM_001387411,NM_001387412,NM_182755,NR_026560,NR_170659,NR_170660,XM_006717396,XM_006717398,XM_006717399,XM_011519371,XM_011519372,XM_011519373,XM_011519374,XM_011519376,XM_011519377,XM_017015863,XM_017015864,XM_017015865,XM_017015866,XM_017015867,XM_017015868,XM_017015869,XM_017015870,XM_017015871,XM_017015872,XM_017015873,XM_017015874,XM_017015875,XM_017015876,XM_017015877,XM_017015878,XM_017015879,XM_017015880,XM_017015881,XM_017015882,XM_024447868,XM_024447869,XM_024447870,XM_024447871,XM_024447872,XM_024447873,XM_024447875,XM_024447876
220930	ENSG00000237036	-	NR_024284,NR_148975,NR_148976,NR_148977,NR_148978,NR_148979
220963	ENSG00000165449	-	NM_001323977,NM_001323978,NM_001323979,NM_001323980,NM_001323981,NM_194298,XM_017015883,XM_017015884,XM_024447878
220965	ENSG00000148541	NG_053188	NM_001001971,NM_001143773,NM_001166698,NM_001347840,NM_001347842,NM_001347843,NM_001347844,NM_001347845,NM_001347846,NM_001347847,NM_001347848,NM_001347849,NM_001347850,NM_001347851,NM_001347852,NM_198215,XM_005269618,XM_005269619,XM_006717702,XM_011539490,XM_011539491,XM_017015886,XM_017015889,XM_017015891,XM_024447879,XM_024447880,XM_024447881
220972	ENSG00000165406	-	NM_001002266,NM_001282866,NM_145021,XM_005271804,XM_006717704,XM_011539492,XM_011539495,XR_246519
220979	ENSG00000165511	-	NR_126421,NR_164113
220980	ENSG00000224812	-	NR_033842
220988	ENSG00000170144	-	NM_001330247,NM_001330248,NM_001330249,NM_001330250,NM_001330251,NM_194247,NR_138470
220992	ENSG00000198298	-	NM_001318140,NM_001318141,NM_001318142,NM_001318143,NM_145312,XM_011539498
221002	ENSG00000198915	-	NM_001282862,NM_145313,XM_005271809,XM_011539500
221035	ENSG00000165476	-	NM_001001330,XM_011539501,XM_017015896
221037	ENSG00000171988	NG_053187	NM_001282948,NM_001318153,NM_001318154,NM_001322252,NM_001322254,NM_001322258,NM_032776,NR_134512,XM_011539503,XM_011539508,XM_017015897,XM_017015898,XM_017015899,XM_017015900,XM_017015901,XM_017015902,XM_017015903,XM_024447882,XM_024447883
